,Search Term,vegetarian recipes
68,2005-04-16,36.01810044175772
69,2005-04-23,38.22329026472248
70,2005-04-30,44.10379645929517
71,2005-05-07,35.283037167436134
72,2005-05-14,34.547973893114545
73,2005-05-21,36.01810044175772
74,2005-05-28,36.01810044175772
75,2005-06-04,36.7531637160793
76,2005-06-11,41.898606636330406
77,2005-06-18,36.01810044175772
78,2005-06-25,32.34278407014979
79,2005-07-02,33.81291061879296
80,2005-07-09,28.66746769854186
81,2005-07-16,36.7531637160793
82,2005-07-23,38.95835353904407
83,2005-07-30,33.07784734447137
84,2005-08-06,36.01810044175772
85,2005-08-13,27.93240442422027
86,2005-08-20,38.22329026472248
87,2005-08-27,32.34278407014979
88,2005-09-03,36.01810044175772
89,2005-09-10,36.7531637160793
90,2005-09-17,35.283037167436134
91,2005-09-24,33.81291061879296
92,2005-10-01,38.22329026472248
93,2005-10-08,40.428480087687234
94,2005-10-15,49.98430265386786
95,2005-10-22,41.898606636330406
96,2005-10-29,43.36873318497358
97,2005-11-05,42.633669910651996
98,2005-11-12,47.779112830903095
99,2005-11-19,59.54012522004848
100,2005-11-26,33.81291061879296
101,2005-12-03,34.547973893114545
102,2005-12-10,28.66746769854186
103,2005-12-17,55.86480884844054
104,2005-12-24,39.69341681336565
105,2005-12-31,47.044049556581506
106,2006-01-07,38.22329026472248
107,2006-01-14,40.428480087687234
108,2006-01-21,38.22329026472248
109,2006-01-28,39.69341681336565
110,2006-02-04,35.283037167436134
111,2006-02-11,38.22329026472248
112,2006-02-18,33.81291061879296
113,2006-02-25,37.48822699040089
114,2006-03-04,36.01810044175772
115,2006-03-11,36.7531637160793
116,2006-03-18,38.95835353904407
117,2006-03-25,30.137594247185028
118,2006-04-01,38.22329026472248
119,2006-04-08,44.83885973361675
120,2006-04-15,36.01810044175772
121,2006-04-22,29.402530972863445
122,2006-04-29,38.22329026472248
123,2006-05-06,28.66746769854186
124,2006-05-13,31.607720795828197
125,2006-05-20,31.607720795828197
126,2006-05-27,33.07784734447137
127,2006-06-03,30.137594247185028
128,2006-06-10,32.34278407014979
129,2006-06-17,38.95835353904407
130,2006-06-24,38.22329026472248
131,2006-07-01,36.01810044175772
132,2006-07-08,30.872657521506614
133,2006-07-15,36.7531637160793
134,2006-07-22,33.81291061879296
135,2006-07-29,36.01810044175772
136,2006-08-05,33.07784734447137
137,2006-08-12,33.81291061879296
138,2006-08-19,32.34278407014979
139,2006-08-26,27.197341149898683
140,2006-09-02,36.7531637160793
141,2006-09-09,33.81291061879296
142,2006-09-16,36.7531637160793
143,2006-09-23,33.07784734447137
144,2006-09-30,36.01810044175772
145,2006-10-07,34.547973893114545
146,2006-10-14,37.48822699040089
147,2006-10-21,41.16354336200882
148,2006-10-28,36.7531637160793
149,2006-11-04,47.044049556581506
150,2006-11-11,47.044049556581506
151,2006-11-18,50.71936592818944
152,2006-11-25,30.872657521506614
153,2006-12-02,32.34278407014979
154,2006-12-09,37.48822699040089
155,2006-12-16,47.779112830903095
156,2006-12-23,55.12974557411896
157,2006-12-30,49.249239379546275
158,2007-01-06,46.30898628225992
159,2007-01-13,48.514176105224685
160,2007-01-20,38.22329026472248
161,2007-01-27,39.69341681336565
162,2007-02-03,42.633669910651996
163,2007-02-10,46.30898628225992
164,2007-02-17,41.898606636330406
165,2007-02-24,33.81291061879296
166,2007-03-03,34.547973893114545
167,2007-03-10,37.48822699040089
168,2007-03-17,36.01810044175772
169,2007-03-24,31.607720795828197
170,2007-03-31,42.633669910651996
171,2007-04-07,29.402530972863445
172,2007-04-14,37.48822699040089
173,2007-04-21,34.547973893114545
174,2007-04-28,38.95835353904407
175,2007-05-05,36.7531637160793
176,2007-05-12,32.34278407014979
177,2007-05-19,34.547973893114545
178,2007-05-26,30.872657521506614
179,2007-06-02,31.607720795828197
180,2007-06-09,36.7531637160793
181,2007-06-16,33.81291061879296
182,2007-06-23,31.607720795828197
183,2007-06-30,36.01810044175772
184,2007-07-07,40.428480087687234
185,2007-07-14,35.283037167436134
186,2007-07-21,41.898606636330406
187,2007-07-28,40.428480087687234
188,2007-08-04,41.16354336200882
189,2007-08-11,33.07784734447137
190,2007-08-18,35.283037167436134
191,2007-08-25,33.07784734447137
192,2007-09-01,30.137594247185028
193,2007-09-08,33.07784734447137
194,2007-09-15,36.7531637160793
195,2007-09-22,39.69341681336565
196,2007-09-29,41.16354336200882
197,2007-10-06,38.95835353904407
198,2007-10-13,33.81291061879296
199,2007-10-20,35.283037167436134
200,2007-10-27,41.898606636330406
201,2007-11-03,48.514176105224685
202,2007-11-10,49.98430265386786
203,2007-11-17,66.15569468894275
204,2007-11-24,39.69341681336565
205,2007-12-01,36.7531637160793
206,2007-12-08,34.547973893114545
207,2007-12-15,43.36873318497358
208,2007-12-22,53.65961902547578
209,2007-12-29,55.12974557411896
210,2008-01-05,47.044049556581506
211,2008-01-12,41.16354336200882
212,2008-01-19,42.633669910651996
213,2008-01-26,43.36873318497358
214,2008-02-02,40.428480087687234
215,2008-02-09,38.95835353904407
216,2008-02-16,41.16354336200882
217,2008-02-23,41.16354336200882
218,2008-03-01,41.16354336200882
219,2008-03-08,41.16354336200882
220,2008-03-15,41.16354336200882
221,2008-03-22,39.69341681336565
222,2008-03-29,31.607720795828197
223,2008-04-05,35.283037167436134
224,2008-04-12,38.22329026472248
225,2008-04-19,30.872657521506614
226,2008-04-26,38.95835353904407
227,2008-05-03,33.07784734447137
228,2008-05-10,32.34278407014979
229,2008-05-17,34.547973893114545
230,2008-05-24,35.283037167436134
231,2008-05-31,33.81291061879296
232,2008-06-07,33.81291061879296
233,2008-06-14,36.01810044175772
234,2008-06-21,31.607720795828197
235,2008-06-28,36.7531637160793
236,2008-07-05,38.95835353904407
237,2008-07-12,32.34278407014979
238,2008-07-19,30.137594247185028
239,2008-07-26,33.81291061879296
240,2008-08-02,27.197341149898683
241,2008-08-09,27.93240442422027
242,2008-08-16,28.66746769854186
243,2008-08-23,33.81291061879296
244,2008-08-30,38.22329026472248
245,2008-09-06,35.283037167436134
246,2008-09-13,44.10379645929517
247,2008-09-20,38.95835353904407
248,2008-09-27,47.044049556581506
249,2008-10-04,42.633669910651996
250,2008-10-11,49.98430265386786
251,2008-10-18,44.10379645929517
252,2008-10-25,41.16354336200882
253,2008-11-01,44.83885973361675
254,2008-11-08,51.45442920251103
255,2008-11-15,64.68556814029958
256,2008-11-22,72.77126415783702
257,2008-11-29,43.56828644501278
258,2008-12-06,45.34658385093168
259,2008-12-13,48.01402995981
260,2008-12-20,50.68147606868833
261,2008-12-27,71.13189623675557
262,2009-01-03,70.24274753379612
263,2009-01-10,64.90785531603946
264,2009-01-17,53.348922177566685
265,2009-01-24,57.7946656923639
266,2009-01-31,48.903178662769456
267,2009-02-07,49.792327365728895
268,2009-02-14,42.679137742053335
269,2009-02-21,54.238070880526124
270,2009-02-28,53.348922177566685
271,2009-03-07,46.23573255389112
272,2009-03-14,49.792327365728895
273,2009-03-21,47.124881256850564
274,2009-03-28,48.01402995981
275,2009-04-04,55.12721958348556
276,2009-04-11,42.679137742053335
277,2009-04-18,42.679137742053335
278,2009-04-25,47.124881256850564
279,2009-05-02,50.68147606868833
280,2009-05-09,47.124881256850564
281,2009-05-16,47.124881256850564
282,2009-05-23,47.124881256850564
283,2009-05-30,48.01402995981
284,2009-06-06,53.348922177566685
285,2009-06-13,54.238070880526124
286,2009-06-20,48.903178662769456
287,2009-06-27,52.45977347460723
288,2009-07-04,49.792327365728895
289,2009-07-11,50.68147606868833
290,2009-07-18,55.12721958348556
291,2009-07-25,52.45977347460723
292,2009-08-01,46.23573255389112
293,2009-08-08,54.238070880526124
294,2009-08-15,52.45977347460723
295,2009-08-22,53.348922177566685
296,2009-08-29,50.68147606868833
297,2009-09-05,54.238070880526124
298,2009-09-12,53.348922177566685
299,2009-09-19,54.238070880526124
300,2009-09-26,55.12721958348556
301,2009-10-03,58.68381439532334
302,2009-10-10,59.572963098282784
303,2009-10-17,60.46211180124222
304,2009-10-24,58.68381439532334
305,2009-10-31,68.46445012787724
306,2009-11-07,65.7970040189989
307,2009-11-14,68.46445012787724
308,2009-11-21,73.7993423456339
309,2009-11-28,57.7946656923639
310,2009-12-05,60.46211180124222
311,2009-12-12,55.12721958348556
312,2009-12-19,77.35593715747167
313,2009-12-26,85.35827548410667
314,2010-01-02,88.91487029594445
315,2010-01-09,74.68849104859333
316,2010-01-16,75.5776397515528
317,2010-01-23,68.46445012787724
318,2010-01-30,67.57530142491778
319,2010-02-06,67.57530142491778
320,2010-02-13,77.35593715747167
321,2010-02-20,70.24274753379612
322,2010-02-27,73.7993423456339
323,2010-03-06,64.90785531603946
324,2010-03-13,72.02104493971501
325,2010-03-20,73.7993423456339
326,2010-03-27,72.02104493971501
327,2010-04-03,55.12721958348556
328,2010-04-10,61.351260504201676
329,2010-04-17,60.46211180124222
330,2010-04-24,58.68381439532334
331,2010-05-01,60.46211180124222
332,2010-05-08,57.7946656923639
333,2010-05-15,60.46211180124222
334,2010-05-22,59.572963098282784
335,2010-05-29,58.68381439532334
336,2010-06-05,54.238070880526124
337,2010-06-12,56.016368286445015
338,2010-06-19,53.348922177566685
339,2010-06-26,56.90551698940446
340,2010-07-03,44.45743514797223
341,2010-07-10,50.68147606868833
342,2010-07-17,51.570624771647786
343,2010-07-24,47.124881256850564
344,2010-07-31,44.45743514797223
345,2010-08-07,48.903178662769456
346,2010-08-14,48.01402995981
347,2010-08-21,48.903178662769456
348,2010-08-28,48.903178662769456
349,2010-09-04,51.570624771647786
350,2010-09-11,47.124881256850564
351,2010-09-18,52.45977347460723
352,2010-09-25,50.68147606868833
353,2010-10-02,55.12721958348556
354,2010-10-09,52.45977347460723
355,2010-10-16,50.68147606868833
356,2010-10-23,50.68147606868833
357,2010-10-30,52.45977347460723
358,2010-11-06,58.68381439532334
359,2010-11-13,59.572963098282784
360,2010-11-20,64.90785531603946
361,2010-11-27,44.45743514797223
362,2010-12-04,46.23573255389112
363,2010-12-11,46.23573255389112
364,2010-12-18,58.68381439532334
365,2010-12-25,69.35359883083669
366,2011-01-01,83.57997807818779
367,2011-01-08,70.24274753379612
368,2011-01-15,66.68615272195835
369,2011-01-22,56.90551698940446
370,2011-01-29,69.35359883083669
371,2011-02-05,61.351260504201676
372,2011-02-12,55.12721958348556
373,2011-02-19,54.238070880526124
374,2011-02-26,55.12721958348556
375,2011-03-05,63.12955791012057
376,2011-03-12,60.46211180124222
377,2011-03-19,56.90551698940446
378,2011-03-26,56.90551698940446
379,2011-04-02,56.90551698940446
380,2011-04-09,60.46211180124222
381,2011-04-16,63.12955791012057
382,2011-04-23,46.23573255389112
383,2011-04-30,49.792327365728895
384,2011-05-07,49.792327365728895
385,2011-05-14,52.45977347460723
386,2011-05-21,49.792327365728895
387,2011-05-28,54.238070880526124
388,2011-06-04,52.45977347460723
389,2011-06-11,51.570624771647786
390,2011-06-18,48.01402995981
391,2011-06-25,51.570624771647786
392,2011-07-02,52.45977347460723
393,2011-07-09,55.12721958348556
394,2011-07-16,53.348922177566685
395,2011-07-23,53.348922177566685
396,2011-07-30,56.90551698940446
397,2011-08-06,52.45977347460723
398,2011-08-13,54.238070880526124
399,2011-08-20,57.7946656923639
400,2011-08-27,51.570624771647786
401,2011-09-03,60.46211180124222
402,2011-09-10,56.90551698940446
403,2011-09-17,65.7970040189989
404,2011-09-24,65.7970040189989
405,2011-10-01,52.45977347460723
406,2011-10-08,56.90551698940446
407,2011-10-15,61.351260504201676
408,2011-10-22,56.90551698940446
409,2011-10-29,63.12955791012057
410,2011-11-05,65.7970040189989
411,2011-11-12,70.24274753379612
412,2011-11-19,72.02104493971501
413,2011-11-26,58.68381439532334
414,2011-12-03,52.45977347460723
415,2011-12-10,53.348922177566685
416,2011-12-17,68.46445012787724
417,2011-12-24,71.13189623675557
418,2011-12-31,81.8016806722689
419,2012-01-07,78.24508586043113
420,2012-01-14,82.69082937522835
421,2012-01-21,68.46445012787724
422,2012-01-28,72.91019364267444
423,2012-02-04,66.68615272195835
424,2012-02-11,61.351260504201676
425,2012-02-18,73.7993423456339
426,2012-02-25,74.68849104859333
427,2012-03-03,64.90785531603946
428,2012-03-10,66.68615272195835
429,2012-03-17,63.12955791012057
430,2012-03-24,63.12955791012057
431,2012-03-31,72.02104493971501
432,2012-04-07,57.7946656923639
433,2012-04-14,58.68381439532334
434,2012-04-21,61.351260504201676
435,2012-04-28,59.572963098282784
436,2012-05-05,56.016368286445015
437,2012-05-12,59.572963098282784
438,2012-05-19,61.351260504201676
439,2012-05-26,57.7946656923639
440,2012-06-02,61.351260504201676
441,2012-06-09,60.46211180124222
442,2012-06-16,56.016368286445015
443,2012-06-23,57.7946656923639
444,2012-06-30,54.238070880526124
445,2012-07-07,60.46211180124222
446,2012-07-14,57.7946656923639
447,2012-07-21,56.90551698940446
448,2012-07-28,54.238070880526124
449,2012-08-04,54.238070880526124
450,2012-08-11,53.348922177566685
451,2012-08-18,55.12721958348556
452,2012-08-25,47.124881256850564
453,2012-09-01,57.7946656923639
454,2012-09-08,55.12721958348556
455,2012-09-15,48.01402995981
456,2012-09-22,53.348922177566685
457,2012-09-29,56.016368286445015
458,2012-10-06,53.348922177566685
459,2012-10-13,53.348922177566685
460,2012-10-20,50.68147606868833
461,2012-10-27,49.792327365728895
462,2012-11-03,53.348922177566685
463,2012-11-10,59.572963098282784
464,2012-11-17,60.46211180124222
465,2012-11-24,64.0
466,2012-12-01,60.00000000000001
467,2012-12-08,61.0
468,2012-12-15,68.0
469,2012-12-22,79.0
470,2012-12-29,100.0
471,2013-01-05,91.0
472,2013-01-12,86.00000000000001
473,2013-01-19,78.0
474,2013-01-26,72.00000000000001
475,2013-02-02,70.0
476,2013-02-09,72.00000000000001
477,2013-02-16,77.0
478,2013-02-23,65.0
479,2013-03-02,77.0
480,2013-03-09,76.00000000000001
481,2013-03-16,72.00000000000001
482,2013-03-23,85.0
483,2013-03-30,66.0
484,2013-04-06,71.0
485,2013-04-13,66.0
486,2013-04-20,70.0
487,2013-04-27,65.0
488,2013-05-04,61.0
489,2013-05-11,61.0
490,2013-05-18,60.00000000000001
491,2013-05-25,61.0
492,2013-06-01,61.0
493,2013-06-08,63.0
494,2013-06-15,64.0
495,2013-06-22,62.000000000000014
496,2013-06-29,64.0
497,2013-07-06,61.0
498,2013-07-13,65.0
499,2013-07-20,62.000000000000014
500,2013-07-27,67.0
501,2013-08-03,66.0
502,2013-08-10,64.0
503,2013-08-17,63.0
504,2013-08-24,63.0
505,2013-08-31,64.0
506,2013-09-07,65.0
507,2013-09-14,65.0
508,2013-09-21,65.0
509,2013-09-28,65.0
510,2013-10-05,66.0
511,2013-10-12,66.0
512,2013-10-19,65.0
513,2013-10-26,66.0
514,2013-11-02,67.0
515,2013-11-09,69.0
516,2013-11-16,75.0
517,2013-11-23,70.0
518,2013-11-30,57.99999999999999
519,2013-12-07,64.0
520,2013-12-14,66.0
521,2013-12-21,72.00000000000001
522,2013-12-28,93.0
523,2014-01-04,91.0
524,2014-01-11,83.0
525,2014-01-18,79.0
526,2014-01-25,79.0
527,2014-02-01,73.00000000000001
528,2014-02-08,68.0
529,2014-02-15,63.0
530,2014-02-22,68.0
531,2014-03-01,75.0
532,2014-03-08,66.0
533,2014-03-15,64.0
534,2014-03-22,63.0
535,2014-03-29,64.0
536,2014-04-05,61.0
537,2014-04-12,67.0
538,2014-04-19,54.0
539,2014-04-26,57.00000000000001
540,2014-05-03,56.00000000000001
541,2014-05-10,57.00000000000001
542,2014-05-17,51.0
543,2014-05-24,54.0
544,2014-05-31,52.0
545,2014-06-07,53.0
546,2014-06-14,51.0
547,2014-06-21,57.00000000000001
548,2014-06-28,56.00000000000001
549,2014-07-05,57.00000000000001
550,2014-07-12,57.99999999999999
551,2014-07-19,56.00000000000001
552,2014-07-26,57.99999999999999
553,2014-08-02,56.00000000000001
554,2014-08-09,57.99999999999999
555,2014-08-16,61.0
556,2014-08-23,62.000000000000014
557,2014-08-30,62.000000000000014
558,2014-09-06,57.99999999999999
559,2014-09-13,57.00000000000001
560,2014-09-20,64.0
561,2014-09-27,59.00000000000001
562,2014-10-04,61.0
563,2014-10-11,60.00000000000001
564,2014-10-18,61.0
565,2014-10-25,57.99999999999999
566,2014-11-01,63.0
567,2014-11-08,66.0
568,2014-11-15,65.0
569,2014-11-22,66.0
570,2014-11-29,56.00000000000001
571,2014-12-06,56.00000000000001
572,2014-12-13,56.00000000000001
573,2014-12-20,65.0
574,2014-12-27,77.0
575,2015-01-03,77.0
576,2015-01-10,72.00000000000001
577,2015-01-17,65.0
578,2015-01-24,67.0
579,2015-01-31,61.0
580,2015-02-07,57.99999999999999
581,2015-02-14,64.0
582,2015-02-21,57.00000000000001
583,2015-02-28,57.00000000000001
584,2015-03-07,51.0
585,2015-03-14,51.0
586,2015-03-21,50.0
587,2015-03-28,57.99999999999999
588,2015-04-04,46.00000000000001
589,2015-04-11,45.0
590,2015-04-18,46.00000000000001
591,2015-04-25,44.0
592,2015-05-02,42.0
593,2015-05-09,43.00000000000001
594,2015-05-16,43.00000000000001
595,2015-05-23,43.00000000000001
596,2015-05-30,46.00000000000001
597,2015-06-06,44.0
598,2015-06-13,44.0
599,2015-06-20,46.00000000000001
600,2015-06-27,45.0
601,2015-07-04,48.00000000000001
602,2015-07-11,48.00000000000001
603,2015-07-18,45.0
604,2015-07-25,46.00000000000001
605,2015-08-01,44.0
606,2015-08-08,48.00000000000001
607,2015-08-15,43.00000000000001
608,2015-08-22,46.00000000000001
609,2015-08-29,46.00000000000001
610,2015-09-05,45.0
611,2015-09-12,41.0
612,2015-09-19,44.0
613,2015-09-26,45.0
614,2015-10-03,49.00000000000001
615,2015-10-10,48.00000000000001
616,2015-10-17,48.00000000000001
617,2015-10-24,59.00000000000001
618,2015-10-31,57.99999999999999
619,2015-11-07,61.0
620,2015-11-14,63.0
621,2015-11-21,62.000000000000014
622,2015-11-28,46.00000000000001
623,2015-12-05,46.00000000000001
624,2015-12-12,48.00000000000001
625,2015-12-19,57.00000000000001
626,2015-12-26,69.0
627,2016-01-02,72.00000000000001
628,2016-01-09,55.00000000000001
629,2016-01-16,57.00000000000001
630,2016-01-23,48.00000000000001
631,2016-01-30,54.0
632,2016-02-06,51.0
633,2016-02-13,47.0
634,2016-02-20,50.0
635,2016-02-27,48.00000000000001
636,2016-03-05,50.0
637,2016-03-12,49.00000000000001
638,2016-03-19,55.00000000000001
639,2016-03-26,46.00000000000001
640,2016-04-02,49.00000000000001
641,2016-04-09,48.00000000000001
642,2016-04-16,46.00000000000001
643,2016-04-23,46.00000000000001
644,2016-04-30,46.00000000000001
645,2016-05-07,42.0
646,2016-05-14,48.00000000000001
647,2016-05-21,44.0
648,2016-05-28,43.00000000000001
649,2016-06-04,43.00000000000001
650,2016-06-11,40.0
651,2016-06-18,42.0
652,2016-06-25,41.0
653,2016-07-02,44.0
654,2016-07-09,42.0
655,2016-07-16,41.0
656,2016-07-23,40.0
657,2016-07-30,42.0
658,2016-08-06,39.0
659,2016-08-13,40.0
660,2016-08-20,39.0
661,2016-08-27,40.0
662,2016-09-03,39.0
663,2016-09-10,42.0
664,2016-09-17,40.0
665,2016-09-24,42.0
666,2016-10-01,45.0
667,2016-10-08,41.0
668,2016-10-15,43.00000000000001
669,2016-10-22,42.0
670,2016-10-29,44.0
671,2016-11-05,44.0
672,2016-11-12,48.00000000000001
673,2016-11-19,49.00000000000001
674,2016-11-26,42.48318042813457
675,2016-12-03,46.177370030581045
676,2016-12-10,43.406727828746185
677,2016-12-17,51.71865443425078
678,2016-12-24,48.024464831804295
679,2016-12-31,70.18960244648319
680,2017-01-07,60.954128440366986
681,2017-01-14,59.10703363914374
682,2017-01-21,53.565749235474016
683,2017-01-28,54.48929663608564
684,2017-02-04,49.87155963302753
685,2017-02-11,44.33027522935781
686,2017-02-18,48.94801223241591
687,2017-02-25,48.94801223241591
688,2017-03-04,51.71865443425078
689,2017-03-11,48.024464831804295
690,2017-03-18,47.10091743119267
691,2017-03-25,47.10091743119267
692,2017-04-01,47.10091743119267
693,2017-04-08,50.79510703363914
694,2017-04-15,39.7125382262997
695,2017-04-22,38.78899082568808
696,2017-04-29,44.33027522935781
697,2017-05-06,44.33027522935781
698,2017-05-13,40.636085626911324
699,2017-05-20,37.86544342507646
700,2017-05-27,39.7125382262997
701,2017-06-03,48.024464831804295
702,2017-06-10,40.636085626911324
703,2017-06-17,49.87155963302753
704,2017-06-24,53.565749235474016
705,2017-07-01,59.10703363914374
706,2017-07-08,68.34250764525996
707,2017-07-15,65.5718654434251
708,2017-07-22,60.954128440366986
709,2017-07-29,66.49541284403671
710,2017-08-05,67.41896024464833
711,2017-08-12,57.2599388379205
712,2017-08-19,56.336391437308876
713,2017-08-26,52.64220183486239
714,2017-09-02,55.412844036697265
715,2017-09-09,49.87155963302753
716,2017-09-16,58.183486238532126
717,2017-09-23,54.48929663608564
718,2017-09-30,54.48929663608564
719,2017-10-07,58.183486238532126
720,2017-10-14,56.336391437308876
721,2017-10-21,58.183486238532126
722,2017-10-28,59.10703363914374
723,2017-11-04,65.5718654434251
724,2017-11-11,68.34250764525996
725,2017-11-18,63.72477064220185
726,2017-11-25,60.03058103975536
727,2017-12-02,57.2599388379205
728,2017-12-09,57.2599388379205
729,2017-12-16,64.64831804281347
730,2017-12-23,73.88379204892968
731,2017-12-30,92.35474006116209
732,2018-01-06,86.81345565749237
733,2018-01-13,75.73088685015291
734,2018-01-20,73.88379204892968
735,2018-01-27,72.96024464831805
736,2018-02-03,67.41896024464833
737,2018-02-10,67.41896024464833
738,2018-02-17,67.41896024464833
739,2018-02-24,63.72477064220185
740,2018-03-03,62.80122324159022
741,2018-03-10,60.954128440366986
742,2018-03-17,60.03058103975536
743,2018-03-24,62.80122324159022
744,2018-03-31,56.336391437308876
745,2018-04-07,53.565749235474016
746,2018-04-14,53.565749235474016
747,2018-04-21,51.71865443425078
748,2018-04-28,56.336391437308876
749,2018-05-05,50.79510703363914
750,2018-05-12,51.71865443425078
751,2018-05-19,48.94801223241591
752,2018-05-26,52.64220183486239
753,2018-06-02,54.48929663608564
754,2018-06-09,48.024464831804295
755,2018-06-16,48.94801223241591
756,2018-06-23,51.71865443425078
757,2018-06-30,54.48929663608564
758,2018-07-07,50.79510703363914
759,2018-07-14,49.87155963302753
760,2018-07-21,53.565749235474016
761,2018-07-28,52.64220183486239
762,2018-08-04,55.412844036697265
763,2018-08-11,52.64220183486239
764,2018-08-18,50.79510703363914
765,2018-08-25,48.024464831804295
766,2018-09-01,49.87155963302753
767,2018-09-08,48.024464831804295
768,2018-09-15,50.79510703363914
769,2018-09-22,49.87155963302753
770,2018-09-29,49.87155963302753
771,2018-10-06,50.79510703363914
772,2018-10-13,48.94801223241591
773,2018-10-20,53.565749235474016
774,2018-10-27,50.79510703363914
775,2018-11-03,58.183486238532126
776,2018-11-10,57.2599388379205
777,2018-11-17,55.412844036697265
778,2018-11-24,55.412844036697265
779,2018-12-01,52.64220183486239
780,2018-12-08,51.71865443425078
781,2018-12-15,55.412844036697265
782,2018-12-22,60.03058103975536
783,2018-12-29,82.19571865443427
784,2019-01-05,70.18960244648319
785,2019-01-12,64.64831804281347
786,2019-01-19,61.87767584097861
787,2019-01-26,63.72477064220185
788,2019-02-02,55.412844036697265
789,2019-02-09,56.336391437308876
790,2019-02-16,48.94801223241591
791,2019-02-23,48.024464831804295
792,2019-03-02,58.183486238532126
793,2019-03-09,54.48929663608564
794,2019-03-16,51.71865443425078
795,2019-03-23,50.79510703363914
796,2019-03-30,54.48929663608564
797,2019-04-06,52.64220183486239
798,2019-04-13,49.87155963302753
799,2019-04-20,46.177370030581045
800,2019-04-27,53.565749235474016
801,2019-05-04,49.87155963302753
802,2019-05-11,47.10091743119267
803,2019-05-18,47.10091743119267
804,2019-05-25,49.87155963302753
805,2019-06-01,49.87155963302753
806,2019-06-08,50.79510703363914
807,2019-06-15,50.79510703363914
808,2019-06-22,48.024464831804295
809,2019-06-29,48.024464831804295
810,2019-07-06,49.87155963302753
811,2019-07-13,50.79510703363914
812,2019-07-20,50.79510703363914
813,2019-07-27,51.71865443425078
814,2019-08-03,48.94801223241591
815,2019-08-10,48.024464831804295
816,2019-08-17,50.79510703363914
817,2019-08-24,48.024464831804295
818,2019-08-31,48.94801223241591
819,2019-09-07,48.024464831804295
820,2019-09-14,51.71865443425078
821,2019-09-21,51.71865443425078
822,2019-09-28,49.87155963302753
823,2019-10-05,51.71865443425078
824,2019-10-12,50.79510703363914
825,2019-10-19,61.87767584097861
826,2019-10-26,58.183486238532126
827,2019-11-02,62.80122324159022
828,2019-11-09,62.80122324159022
829,2019-11-16,66.49541284403671
830,2019-11-23,58.183486238532126
831,2019-11-30,58.183486238532126
832,2019-12-07,53.565749235474016
833,2019-12-14,58.183486238532126
834,2019-12-21,65.5718654434251
835,2019-12-28,88.66055045871562
836,2020-01-04,82.19571865443427
837,2020-01-11,71.11314984709482
838,2020-01-18,72.96024464831805
839,2020-01-25,65.40474734236203
840,2020-02-01,62.43180428134557
841,2020-02-08,61.68856851609146
842,2020-02-15,62.43180428134557
843,2020-02-22,60.20209698558323
844,2020-02-29,56.485918159312654
845,2020-03-07,52.76973933304209
846,2020-03-14,45.33738168050095
847,2020-03-21,51.283267802533864
848,2020-03-28,54.99944662880443
849,2020-04-04,67.63445463812437
850,2020-04-11,57.229153924566766
851,2020-04-18,59.45886122032912
