,Search Term,food
271,2009-03-07,46.30049261083743
272,2009-03-14,47.48768472906403
273,2009-03-21,46.30049261083743
274,2009-03-28,46.30049261083743
275,2009-04-04,47.48768472906403
276,2009-04-11,43.926108374384235
277,2009-04-18,45.70689655172412
278,2009-04-25,44.51970443349752
279,2009-05-02,46.894088669950726
280,2009-05-09,46.30049261083743
281,2009-05-16,43.33251231527093
282,2009-05-23,40.95812807881773
283,2009-05-30,42.73891625615763
284,2009-06-06,43.33251231527093
285,2009-06-13,43.33251231527093
286,2009-06-20,39.770935960591125
287,2009-06-27,44.51970443349752
288,2009-07-04,40.95812807881773
289,2009-07-11,43.33251231527093
290,2009-07-18,42.73891625615763
291,2009-07-25,43.33251231527093
292,2009-08-01,45.113300492610826
293,2009-08-08,43.33251231527093
294,2009-08-15,44.51970443349752
295,2009-08-22,42.73891625615763
296,2009-08-29,43.33251231527093
297,2009-09-05,44.51970443349752
298,2009-09-12,43.33251231527093
299,2009-09-19,43.33251231527093
300,2009-09-26,45.113300492610826
301,2009-10-03,47.48768472906403
302,2009-10-10,48.081280788177324
303,2009-10-17,47.48768472906403
304,2009-10-24,47.48768472906403
305,2009-10-31,46.894088669950726
306,2009-11-07,48.67487684729063
307,2009-11-14,49.26847290640393
308,2009-11-21,54.017241379310335
309,2009-11-28,45.113300492610826
310,2009-12-05,46.894088669950726
311,2009-12-12,48.081280788177324
312,2009-12-19,45.70689655172412
313,2009-12-26,45.113300492610826
314,2010-01-02,48.081280788177324
315,2010-01-09,46.894088669950726
316,2010-01-16,46.30049261083743
317,2010-01-23,45.113300492610826
318,2010-01-30,47.48768472906403
319,2010-02-06,45.113300492610826
320,2010-02-13,46.30049261083743
321,2010-02-20,48.081280788177324
322,2010-02-27,44.51970443349752
323,2010-03-06,46.894088669950726
324,2010-03-13,47.48768472906403
325,2010-03-20,46.894088669950726
326,2010-03-27,48.081280788177324
327,2010-04-03,44.51970443349752
328,2010-04-10,45.113300492610826
329,2010-04-17,47.48768472906403
330,2010-04-24,45.113300492610826
331,2010-05-01,45.70689655172412
332,2010-05-08,46.894088669950726
333,2010-05-15,46.30049261083743
334,2010-05-22,43.33251231527093
335,2010-05-29,42.73891625615763
336,2010-06-05,42.73891625615763
337,2010-06-12,42.73891625615763
338,2010-06-19,40.95812807881773
339,2010-06-26,41.55172413793103
340,2010-07-03,41.55172413793103
341,2010-07-10,40.95812807881773
342,2010-07-17,43.33251231527093
343,2010-07-24,42.73891625615763
344,2010-07-31,42.73891625615763
345,2010-08-07,43.33251231527093
346,2010-08-14,45.113300492610826
347,2010-08-21,42.14532019704433
348,2010-08-28,41.55172413793103
349,2010-09-04,42.73891625615763
350,2010-09-11,44.51970443349752
351,2010-09-18,45.113300492610826
352,2010-09-25,43.926108374384235
353,2010-10-02,45.70689655172412
354,2010-10-09,45.113300492610826
355,2010-10-16,48.67487684729063
356,2010-10-23,45.113300492610826
357,2010-10-30,46.30049261083743
358,2010-11-06,47.48768472906403
359,2010-11-13,51.049261083743836
360,2010-11-20,50.455665024630534
361,2010-11-27,43.926108374384235
362,2010-12-04,45.70689655172412
363,2010-12-11,45.70689655172412
364,2010-12-18,46.894088669950726
365,2010-12-25,46.30049261083743
366,2011-01-01,51.64285714285713
367,2011-01-08,50.455665024630534
368,2011-01-15,49.26847290640393
369,2011-01-22,51.64285714285713
370,2011-01-29,54.610837438423644
371,2011-02-05,50.455665024630534
372,2011-02-12,49.26847290640393
373,2011-02-19,51.049261083743836
374,2011-02-26,51.64285714285713
375,2011-03-05,53.42364532019703
376,2011-03-12,48.081280788177324
377,2011-03-19,52.236453201970434
378,2011-03-26,52.236453201970434
379,2011-04-02,49.26847290640393
380,2011-04-09,50.455665024630534
381,2011-04-16,51.049261083743836
382,2011-04-23,48.67487684729063
383,2011-04-30,51.64285714285713
384,2011-05-07,54.017241379310335
385,2011-05-14,52.83004926108374
386,2011-05-21,49.26847290640393
387,2011-05-28,52.236453201970434
388,2011-06-04,54.017241379310335
389,2011-06-11,51.049261083743836
390,2011-06-18,51.64285714285713
391,2011-06-25,52.236453201970434
392,2011-07-02,49.86206896551723
393,2011-07-09,50.455665024630534
394,2011-07-16,51.64285714285713
395,2011-07-23,50.455665024630534
396,2011-07-30,52.236453201970434
397,2011-08-06,51.049261083743836
398,2011-08-13,52.83004926108374
399,2011-08-20,50.455665024630534
400,2011-08-27,50.455665024630534
401,2011-09-03,53.42364532019703
402,2011-09-10,51.049261083743836
403,2011-09-17,52.83004926108374
404,2011-09-24,52.236453201970434
405,2011-10-01,52.83004926108374
406,2011-10-08,51.64285714285713
407,2011-10-15,52.83004926108374
408,2011-10-22,51.64285714285713
409,2011-10-29,52.236453201970434
410,2011-11-05,52.236453201970434
411,2011-11-12,53.42364532019703
412,2011-11-19,54.017241379310335
413,2011-11-26,51.64285714285713
414,2011-12-03,52.83004926108374
415,2011-12-10,52.236453201970434
416,2011-12-17,53.42364532019703
417,2011-12-24,51.049261083743836
418,2011-12-31,52.236453201970434
419,2012-01-07,52.83004926108374
420,2012-01-14,50.455665024630534
421,2012-01-21,52.236453201970434
422,2012-01-28,51.64285714285713
423,2012-02-04,48.081280788177324
424,2012-02-11,51.64285714285713
425,2012-02-18,52.83004926108374
426,2012-02-25,54.610837438423644
427,2012-03-03,55.20443349753694
428,2012-03-10,52.236453201970434
429,2012-03-17,54.610837438423644
430,2012-03-24,52.236453201970434
431,2012-03-31,56.391625615763544
432,2012-04-07,52.83004926108374
433,2012-04-14,54.017241379310335
434,2012-04-21,53.42364532019703
435,2012-04-28,52.83004926108374
436,2012-05-05,56.391625615763544
437,2012-05-12,54.610837438423644
438,2012-05-19,53.42364532019703
439,2012-05-26,54.610837438423644
440,2012-06-02,55.20443349753694
441,2012-06-09,54.610837438423644
442,2012-06-16,51.049261083743836
443,2012-06-23,52.236453201970434
444,2012-06-30,56.391625615763544
445,2012-07-07,51.64285714285713
446,2012-07-14,57.57881773399013
447,2012-07-21,55.20443349753694
448,2012-07-28,53.42364532019703
449,2012-08-04,51.049261083743836
450,2012-08-11,54.017241379310335
451,2012-08-18,52.83004926108374
452,2012-08-25,54.017241379310335
453,2012-09-01,54.610837438423644
454,2012-09-08,54.610837438423644
455,2012-09-15,55.20443349753694
456,2012-09-22,52.83004926108374
457,2012-09-29,56.391625615763544
458,2012-10-06,54.610837438423644
459,2012-10-13,53.42364532019703
460,2012-10-20,54.017241379310335
461,2012-10-27,49.86206896551723
462,2012-11-03,54.610837438423644
463,2012-11-10,59.359605911330036
464,2012-11-17,58.76600985221674
465,2012-11-24,47.9340456073848
466,2012-12-01,50.5970481411284
467,2012-12-08,48.599796240820694
468,2012-12-15,48.599796240820694
469,2012-12-22,51.2627987745643
470,2012-12-29,51.9285494080002
471,2013-01-05,47.9340456073848
472,2013-01-12,49.9312975076925
473,2013-01-19,48.599796240820694
474,2013-01-26,49.9312975076925
475,2013-02-02,49.9312975076925
476,2013-02-09,50.5970481411284
477,2013-02-16,50.5970481411284
478,2013-02-23,50.5970481411284
479,2013-03-02,47.9340456073848
480,2013-03-09,51.9285494080002
481,2013-03-16,51.2627987745643
482,2013-03-23,51.9285494080002
483,2013-03-30,50.5970481411284
484,2013-04-06,53.260050674872
485,2013-04-13,49.2655468742566
486,2013-04-20,51.2627987745643
487,2013-04-27,51.2627987745643
488,2013-05-04,51.2627987745643
489,2013-05-11,49.9312975076925
490,2013-05-18,51.2627987745643
491,2013-05-25,49.9312975076925
492,2013-06-01,48.599796240820694
493,2013-06-08,48.599796240820694
494,2013-06-15,51.2627987745643
495,2013-06-22,47.9340456073848
496,2013-06-29,51.2627987745643
497,2013-07-06,52.59430004143611
498,2013-07-13,47.9340456073848
499,2013-07-20,49.9312975076925
500,2013-07-27,49.9312975076925
501,2013-08-03,50.5970481411284
502,2013-08-10,51.2627987745643
503,2013-08-17,45.9367937070771
504,2013-08-24,49.9312975076925
505,2013-08-31,48.599796240820694
506,2013-09-07,47.9340456073848
507,2013-09-14,48.599796240820694
508,2013-09-21,52.59430004143611
509,2013-09-28,51.2627987745643
510,2013-10-05,51.2627987745643
511,2013-10-12,51.2627987745643
512,2013-10-19,48.599796240820694
513,2013-10-26,50.5970481411284
514,2013-11-02,49.9312975076925
515,2013-11-09,52.59430004143611
516,2013-11-16,53.925801308307896
517,2013-11-23,51.9285494080002
518,2013-11-30,47.9340456073848
519,2013-12-07,45.9367937070771
520,2013-12-14,46.602544340513
521,2013-12-21,51.2627987745643
522,2013-12-28,49.9312975076925
523,2014-01-04,49.9312975076925
524,2014-01-11,48.599796240820694
525,2014-01-18,47.9340456073848
526,2014-01-25,49.9312975076925
527,2014-02-01,46.602544340513
528,2014-02-08,45.9367937070771
529,2014-02-15,47.9340456073848
530,2014-02-22,49.2655468742566
531,2014-03-01,47.9340456073848
532,2014-03-08,47.9340456073848
533,2014-03-15,47.9340456073848
534,2014-03-22,49.9312975076925
535,2014-03-29,50.5970481411284
536,2014-04-05,49.2655468742566
537,2014-04-12,53.260050674872
538,2014-04-19,50.5970481411284
539,2014-04-26,49.9312975076925
540,2014-05-03,49.9312975076925
541,2014-05-10,50.5970481411284
542,2014-05-17,49.2655468742566
543,2014-05-24,49.2655468742566
544,2014-05-31,49.9312975076925
545,2014-06-07,49.2655468742566
546,2014-06-14,47.9340456073848
547,2014-06-21,47.2682949739489
548,2014-06-28,52.59430004143611
549,2014-07-05,49.2655468742566
550,2014-07-12,49.9312975076925
551,2014-07-19,51.2627987745643
552,2014-07-26,51.2627987745643
553,2014-08-02,51.9285494080002
554,2014-08-09,49.9312975076925
555,2014-08-16,49.2655468742566
556,2014-08-23,49.2655468742566
557,2014-08-30,47.2682949739489
558,2014-09-06,49.2655468742566
559,2014-09-13,47.9340456073848
560,2014-09-20,47.9340456073848
561,2014-09-27,49.2655468742566
562,2014-10-04,49.2655468742566
563,2014-10-11,49.2655468742566
564,2014-10-18,50.5970481411284
565,2014-10-25,47.2682949739489
566,2014-11-01,49.9312975076925
567,2014-11-08,52.59430004143611
568,2014-11-15,50.5970481411284
569,2014-11-22,51.9285494080002
570,2014-11-29,45.2710430736412
571,2014-12-06,48.599796240820694
572,2014-12-13,47.9340456073848
573,2014-12-20,49.9312975076925
574,2014-12-27,50.5970481411284
575,2015-01-03,49.2655468742566
576,2015-01-10,48.599796240820694
577,2015-01-17,47.9340456073848
578,2015-01-24,48.599796240820694
579,2015-01-31,47.9340456073848
580,2015-02-07,47.9340456073848
581,2015-02-14,48.599796240820694
582,2015-02-21,51.9285494080002
583,2015-02-28,49.9312975076925
584,2015-03-07,50.5970481411284
585,2015-03-14,48.599796240820694
586,2015-03-21,49.9312975076925
587,2015-03-28,50.5970481411284
588,2015-04-04,49.9312975076925
589,2015-04-11,50.5970481411284
590,2015-04-18,50.5970481411284
591,2015-04-25,51.2627987745643
592,2015-05-02,54.5915519417438
593,2015-05-09,52.59430004143611
594,2015-05-16,52.59430004143611
595,2015-05-23,49.9312975076925
596,2015-05-30,49.9312975076925
597,2015-06-06,51.2627987745643
598,2015-06-13,51.9285494080002
599,2015-06-20,49.9312975076925
600,2015-06-27,55.923053208615606
601,2015-07-04,53.925801308307896
602,2015-07-11,55.923053208615606
603,2015-07-18,54.5915519417438
604,2015-07-25,52.59430004143611
605,2015-08-01,51.9285494080002
606,2015-08-08,52.59430004143611
607,2015-08-15,57.254554475487396
608,2015-08-22,50.5970481411284
609,2015-08-29,53.260050674872
610,2015-09-05,54.5915519417438
611,2015-09-12,55.923053208615606
612,2015-09-19,52.59430004143611
613,2015-09-26,53.925801308307896
614,2015-10-03,53.925801308307896
615,2015-10-10,54.5915519417438
616,2015-10-17,51.9285494080002
617,2015-10-24,51.2627987745643
618,2015-10-31,53.260050674872
619,2015-11-07,54.5915519417438
620,2015-11-14,55.2573025751797
621,2015-11-21,51.9285494080002
622,2015-11-28,48.599796240820694
623,2015-12-05,51.2627987745643
624,2015-12-12,51.2627987745643
625,2015-12-19,56.588803842051504
626,2015-12-26,56.588803842051504
627,2016-01-02,54.5915519417438
628,2016-01-09,55.923053208615606
629,2016-01-16,53.260050674872
630,2016-01-23,52.59430004143611
631,2016-01-30,55.923053208615606
632,2016-02-06,54.5915519417438
633,2016-02-13,54.5915519417438
634,2016-02-20,54.5915519417438
635,2016-02-27,57.9203051089233
636,2016-03-05,57.9203051089233
637,2016-03-12,56.588803842051504
638,2016-03-19,57.9203051089233
639,2016-03-26,59.2518063757951
640,2016-04-02,57.9203051089233
641,2016-04-09,59.2518063757951
642,2016-04-16,56.588803842051504
643,2016-04-23,56.588803842051504
644,2016-04-30,59.917557009231004
645,2016-05-07,62.5805595429746
646,2016-05-14,62.5805595429746
647,2016-05-21,59.2518063757951
648,2016-05-28,60.58330764266691
649,2016-06-04,57.9203051089233
650,2016-06-11,55.2573025751797
651,2016-06-18,57.254554475487396
652,2016-06-25,61.249058276102794
653,2016-07-02,64.5778114432823
654,2016-07-09,58.5860557423592
655,2016-07-16,59.917557009231004
656,2016-07-23,57.9203051089233
657,2016-07-30,61.249058276102794
658,2016-08-06,57.254554475487396
659,2016-08-13,55.923053208615606
660,2016-08-20,57.9203051089233
661,2016-08-27,59.2518063757951
662,2016-09-03,59.2518063757951
663,2016-09-10,59.2518063757951
664,2016-09-17,60.58330764266691
665,2016-09-24,58.5860557423592
666,2016-10-01,57.254554475487396
667,2016-10-08,58.5860557423592
668,2016-10-15,59.917557009231004
669,2016-10-22,62.5805595429746
670,2016-10-29,59.917557009231004
671,2016-11-05,56.588803842051504
672,2016-11-12,61.249058276102794
673,2016-11-19,61.249058276102794
674,2016-11-26,59.08740340763611
675,2016-12-03,59.982667095630596
676,2016-12-10,58.19213971964161
677,2016-12-17,59.08740340763611
678,2016-12-24,66.249512911592
679,2016-12-31,63.563721847608534
680,2017-01-07,59.982667095630596
681,2017-01-14,60.877930783625075
682,2017-01-21,60.877930783625075
683,2017-01-28,58.19213971964161
684,2017-02-04,58.19213971964161
685,2017-02-11,60.877930783625075
686,2017-02-18,60.877930783625075
687,2017-02-25,59.08740340763611
688,2017-03-04,64.45898553560302
689,2017-03-11,62.66845815961405
690,2017-03-18,65.3542492235975
691,2017-03-25,61.773194471619554
692,2017-04-01,63.563721847608534
693,2017-04-08,66.249512911592
694,2017-04-15,63.563721847608534
695,2017-04-22,65.3542492235975
696,2017-04-29,67.14477659958648
697,2017-05-06,65.3542492235975
698,2017-05-13,63.563721847608534
699,2017-05-20,65.3542492235975
700,2017-05-27,67.14477659958648
701,2017-06-03,65.3542492235975
702,2017-06-10,63.563721847608534
703,2017-06-17,69.83056766356994
704,2017-06-24,69.83056766356994
705,2017-07-01,70.72583135156442
706,2017-07-08,68.93530397557545
707,2017-07-15,68.93530397557545
708,2017-07-22,68.04004028758096
709,2017-07-29,70.72583135156442
710,2017-08-05,68.93530397557545
711,2017-08-12,66.249512911592
712,2017-08-19,63.563721847608534
713,2017-08-26,66.249512911592
714,2017-09-02,62.66845815961405
715,2017-09-09,65.3542492235975
716,2017-09-16,66.249512911592
717,2017-09-23,66.249512911592
718,2017-09-30,69.83056766356994
719,2017-10-07,68.93530397557545
720,2017-10-14,70.72583135156442
721,2017-10-21,68.04004028758096
722,2017-10-28,64.45898553560302
723,2017-11-04,67.14477659958648
724,2017-11-11,69.83056766356994
725,2017-11-18,65.3542492235975
726,2017-11-25,62.66845815961405
727,2017-12-02,62.66845815961405
728,2017-12-09,61.773194471619554
729,2017-12-16,68.93530397557545
730,2017-12-23,73.41162241554788
731,2017-12-30,68.04004028758096
732,2018-01-06,66.249512911592
733,2018-01-13,64.45898553560302
734,2018-01-20,65.3542492235975
735,2018-01-27,68.04004028758096
736,2018-02-03,68.04004028758096
737,2018-02-10,68.93530397557545
738,2018-02-17,69.83056766356994
739,2018-02-24,69.83056766356994
740,2018-03-03,71.6210950395589
741,2018-03-10,73.41162241554788
742,2018-03-17,68.93530397557545
743,2018-03-24,71.6210950395589
744,2018-03-31,72.5163587275534
745,2018-04-07,69.83056766356994
746,2018-04-14,70.72583135156442
747,2018-04-21,72.5163587275534
748,2018-04-28,69.83056766356994
749,2018-05-05,70.72583135156442
750,2018-05-12,68.04004028758096
751,2018-05-19,71.6210950395589
752,2018-05-26,74.30688610354238
753,2018-06-02,73.41162241554788
754,2018-06-09,74.30688610354238
755,2018-06-16,72.5163587275534
756,2018-06-23,76.09741347953135
757,2018-06-30,79.67846823150929
758,2018-07-07,75.20214979153685
759,2018-07-14,76.99267716752583
760,2018-07-21,75.20214979153685
761,2018-07-28,79.67846823150929
762,2018-08-04,76.99267716752583
763,2018-08-11,73.41162241554788
764,2018-08-18,69.83056766356994
765,2018-08-25,70.72583135156442
766,2018-09-01,72.5163587275534
767,2018-09-08,72.5163587275534
768,2018-09-15,72.5163587275534
769,2018-09-22,72.5163587275534
770,2018-09-29,70.72583135156442
771,2018-10-06,70.72583135156442
772,2018-10-13,72.5163587275534
773,2018-10-20,71.6210950395589
774,2018-10-27,72.5163587275534
775,2018-11-03,72.5163587275534
776,2018-11-10,71.6210950395589
777,2018-11-17,68.93530397557545
778,2018-11-24,68.04004028758096
779,2018-12-01,72.5163587275534
780,2018-12-08,69.83056766356994
781,2018-12-15,72.5163587275534
782,2018-12-22,81.46899560749826
783,2018-12-29,80.57373191950377
784,2019-01-05,74.30688610354238
785,2019-01-12,77.88794085552031
786,2019-01-19,72.5163587275534
787,2019-01-26,69.83056766356994
788,2019-02-02,70.72583135156442
789,2019-02-09,73.41162241554788
790,2019-02-16,79.67846823150929
791,2019-02-23,73.41162241554788
792,2019-03-02,76.09741347953135
793,2019-03-09,73.41162241554788
794,2019-03-16,76.09741347953135
795,2019-03-23,75.20214979153685
796,2019-03-30,79.67846823150929
797,2019-04-06,76.99267716752583
798,2019-04-13,77.88794085552031
799,2019-04-20,76.99267716752583
800,2019-04-27,76.99267716752583
801,2019-05-04,79.67846823150929
802,2019-05-11,75.20214979153685
803,2019-05-18,78.78320454351481
804,2019-05-25,82.36425929549274
805,2019-06-01,82.36425929549274
806,2019-06-08,78.78320454351481
807,2019-06-15,85.0500503594762
808,2019-06-22,87.73584142345966
809,2019-06-29,87.73584142345966
810,2019-07-06,79.67846823150929
811,2019-07-13,83.25952298348723
812,2019-07-20,84.15478667148173
813,2019-07-27,86.84057773546517
814,2019-08-03,83.25952298348723
815,2019-08-10,79.67846823150929
816,2019-08-17,82.36425929549274
817,2019-08-24,75.20214979153685
818,2019-08-31,75.20214979153685
819,2019-09-07,72.5163587275534
820,2019-09-14,73.41162241554788
821,2019-09-21,77.88794085552031
822,2019-09-28,76.09741347953135
823,2019-10-05,75.20214979153685
824,2019-10-12,76.09741347953135
825,2019-10-19,79.67846823150929
826,2019-10-26,72.5163587275534
827,2019-11-02,77.88794085552031
828,2019-11-09,74.30688610354238
829,2019-11-16,76.09741347953135
830,2019-11-23,79.67846823150929
831,2019-11-30,71.6210950395589
832,2019-12-07,74.30688610354238
833,2019-12-14,72.5163587275534
834,2019-12-21,89.52636879944863
835,2019-12-28,82.36425929549274
836,2020-01-04,76.99267716752583
837,2020-01-11,76.09741347953135
838,2020-01-18,78.78320454351481
839,2020-01-25,73.64733741188061
840,2020-02-01,72.6908784844536
841,2020-02-08,73.64733741188061
842,2020-02-15,78.42963204901572
843,2020-02-22,79.38609097644274
844,2020-02-29,75.56025526673467
845,2020-03-07,73.64733741188061
846,2020-03-14,76.51671419416168
847,2020-03-21,72.6908784844536
848,2020-03-28,76.51671419416168
849,2020-04-04,78.42963204901572
850,2020-04-11,75.56025526673467
851,2020-04-18,74.60379633930764
852,2020-04-25,72.6908784844536
853,2020-05-02,75.56025526673467
854,2020-05-09,74.60379633930764
855,2020-05-16,72.6908784844536
856,2020-05-23,74.60379633930764
857,2020-05-30,73.64733741188061
858,2020-06-06,75.56025526673467
859,2020-06-13,79.38609097644274
860,2020-06-20,80.34254990386977
861,2020-06-27,79.38609097644274
862,2020-07-04,75.56025526673467
863,2020-07-11,79.38609097644274
864,2020-07-18,85.12484454100488
865,2020-07-25,82.25546775872381
866,2020-08-01,80.34254990386977
867,2020-08-08,80.34254990386977
868,2020-08-15,75.56025526673467
869,2020-08-22,78.42963204901572
870,2020-08-29,80.34254990386977
871,2020-09-05,78.42963204901572
872,2020-09-12,74.60379633930764
873,2020-09-19,76.51671419416168
874,2020-09-26,77.4731731215887
875,2020-10-03,75.56025526673467
876,2020-10-10,77.4731731215887
877,2020-10-17,80.34254990386977
878,2020-10-24,72.6908784844536
