,Search Term,vegetarian diet plan
174,2012-03-31,42.040662342096276
175,2012-04-07,42.77821782178218
176,2012-04-14,53.10399453738477
177,2012-04-21,50.15377261864117
178,2012-04-28,51.628883578012974
179,2012-05-05,49.41621713895527
180,2012-05-12,48.67866165926938
181,2012-05-19,46.465995220211674
182,2012-05-26,52.36643905769887
183,2012-06-02,52.36643905769887
184,2012-06-09,60.479549334243764
185,2012-06-16,61.217104813929666
186,2012-06-23,59.00443837487197
187,2012-06-30,71.54288152953225
188,2012-07-07,59.741993854557876
189,2012-07-14,56.79177193581426
190,2012-07-21,52.36643905769887
191,2012-07-28,56.79177193581426
192,2012-08-04,64.90488221235915
193,2012-08-11,44.99088426083988
194,2012-08-18,57.52932741550018
195,2012-08-25,54.57910549675656
196,2012-09-01,52.36643905769887
197,2012-09-08,59.741993854557876
198,2012-09-15,46.465995220211674
199,2012-09-22,51.628883578012974
200,2012-09-29,48.67866165926938
201,2012-10-06,47.203550699897576
202,2012-10-13,49.41621713895527
203,2012-10-20,42.040662342096276
204,2012-10-27,40.56555138272448
205,2012-11-03,44.253328781153975
206,2012-11-10,35.40266302492318
207,2012-11-17,44.99088426083988
208,2012-11-24,39.20689655172413
209,2012-12-01,43.56321839080459
210,2012-12-08,53.1471264367816
211,2012-12-15,40.07816091954022
212,2012-12-22,47.91954022988506
213,2012-12-29,74.0574712643678
214,2013-01-05,62.73103448275861
215,2013-01-12,47.91954022988506
216,2013-01-19,50.53333333333333
217,2013-01-26,59.24597701149425
218,2013-02-02,52.27586206896551
219,2013-02-09,47.91954022988506
220,2013-02-16,57.503448275862056
221,2013-02-23,47.91954022988506
222,2013-03-02,53.1471264367816
223,2013-03-09,51.40459770114941
224,2013-03-16,52.27586206896551
225,2013-03-23,56.63218390804596
226,2013-03-30,54.88965517241379
227,2013-04-06,61.85977011494253
228,2013-04-13,56.63218390804596
229,2013-04-20,58.37471264367815
230,2013-04-27,54.88965517241379
231,2013-05-04,48.79080459770114
232,2013-05-11,59.24597701149425
233,2013-05-18,48.79080459770114
234,2013-05-25,53.1471264367816
235,2013-06-01,53.1471264367816
236,2013-06-08,49.66206896551723
237,2013-06-15,52.27586206896551
238,2013-06-22,52.27586206896551
239,2013-06-29,56.63218390804596
240,2013-07-06,62.73103448275861
241,2013-07-13,56.63218390804596
242,2013-07-20,53.1471264367816
243,2013-07-27,54.88965517241379
244,2013-08-03,48.79080459770114
245,2013-08-10,54.88965517241379
246,2013-08-17,51.40459770114941
247,2013-08-24,47.048275862068955
248,2013-08-31,49.66206896551723
249,2013-09-07,43.56321839080459
250,2013-09-14,45.30574712643678
251,2013-09-21,50.53333333333333
252,2013-09-28,52.27586206896551
253,2013-10-05,51.40459770114941
254,2013-10-12,45.30574712643678
255,2013-10-19,49.66206896551723
256,2013-10-26,43.56321839080459
257,2013-11-02,47.91954022988506
258,2013-11-09,40.94942528735631
259,2013-11-16,50.53333333333333
260,2013-11-23,36.59310344827586
261,2013-11-30,51.40459770114941
262,2013-12-07,47.048275862068955
263,2013-12-14,42.6919540229885
264,2013-12-21,53.1471264367816
265,2013-12-28,85.383908045977
266,2014-01-04,80.15632183908043
267,2014-01-11,60.98850574712642
268,2014-01-18,65.34482758620689
269,2014-01-25,64.4735632183908
270,2014-02-01,57.503448275862056
271,2014-02-08,58.37471264367815
272,2014-02-15,62.73103448275861
273,2014-02-22,57.503448275862056
274,2014-03-01,60.117241379310336
275,2014-03-08,54.88965517241379
276,2014-03-15,55.76091954022987
277,2014-03-22,63.6022988505747
278,2014-03-29,61.85977011494253
279,2014-04-05,62.73103448275861
280,2014-04-12,59.24597701149425
281,2014-04-19,61.85977011494253
282,2014-04-26,57.503448275862056
283,2014-05-03,58.37471264367815
284,2014-05-10,60.117241379310336
285,2014-05-17,54.01839080459769
286,2014-05-24,48.79080459770114
287,2014-05-31,62.73103448275861
288,2014-06-07,66.21609195402297
289,2014-06-14,55.76091954022987
290,2014-06-21,56.63218390804596
291,2014-06-28,54.88965517241379
292,2014-07-05,62.73103448275861
293,2014-07-12,52.27586206896551
294,2014-07-19,60.98850574712642
295,2014-07-26,54.01839080459769
296,2014-08-02,60.98850574712642
297,2014-08-09,57.503448275862056
298,2014-08-16,58.37471264367815
299,2014-08-23,55.76091954022987
300,2014-08-30,51.40459770114941
301,2014-09-06,55.76091954022987
302,2014-09-13,54.88965517241379
303,2014-09-20,47.91954022988506
304,2014-09-27,47.91954022988506
305,2014-10-04,49.66206896551723
306,2014-10-11,53.1471264367816
307,2014-10-18,39.20689655172413
308,2014-10-25,54.88965517241379
309,2014-11-01,50.53333333333333
310,2014-11-08,52.27586206896551
311,2014-11-15,54.88965517241379
312,2014-11-22,44.43448275862068
313,2014-11-29,48.79080459770114
314,2014-12-06,47.91954022988506
315,2014-12-13,44.43448275862068
316,2014-12-20,46.177011494252866
317,2014-12-27,67.95862068965516
318,2015-01-03,68.82988505747124
319,2015-01-10,65.34482758620689
320,2015-01-17,59.24597701149425
321,2015-01-24,56.63218390804596
322,2015-01-31,56.63218390804596
323,2015-02-07,60.117241379310336
324,2015-02-14,60.98850574712642
325,2015-02-21,57.503448275862056
326,2015-02-28,56.63218390804596
327,2015-03-07,60.98850574712642
328,2015-03-14,63.6022988505747
329,2015-03-21,67.08735632183907
330,2015-03-28,55.76091954022987
331,2015-04-04,74.0574712643678
332,2015-04-11,60.98850574712642
333,2015-04-18,63.6022988505747
334,2015-04-25,58.37471264367815
335,2015-05-02,61.85977011494253
336,2015-05-09,57.503448275862056
337,2015-05-16,55.76091954022987
338,2015-05-23,56.63218390804596
339,2015-05-30,59.24597701149425
340,2015-06-06,61.85977011494253
341,2015-06-13,64.4735632183908
342,2015-06-20,60.117241379310336
343,2015-06-27,56.63218390804596
344,2015-07-04,57.503448275862056
345,2015-07-11,68.82988505747124
346,2015-07-18,64.4735632183908
347,2015-07-25,60.98850574712642
348,2015-08-01,63.6022988505747
349,2015-08-08,60.98850574712642
350,2015-08-15,52.27586206896551
351,2015-08-22,59.24597701149425
352,2015-08-29,54.01839080459769
353,2015-09-05,55.76091954022987
354,2015-09-12,48.79080459770114
355,2015-09-19,59.24597701149425
356,2015-09-26,57.503448275862056
357,2015-10-03,56.63218390804596
358,2015-10-10,51.40459770114941
359,2015-10-17,50.53333333333333
360,2015-10-24,57.503448275862056
361,2015-10-31,54.01839080459769
362,2015-11-07,47.91954022988506
363,2015-11-14,54.88965517241379
364,2015-11-21,55.76091954022987
365,2015-11-28,48.79080459770114
366,2015-12-05,60.117241379310336
367,2015-12-12,54.88965517241379
368,2015-12-19,44.43448275862068
369,2015-12-26,71.44367816091953
370,2016-01-02,68.82988505747124
371,2016-01-09,67.08735632183907
372,2016-01-16,60.98850574712642
373,2016-01-23,60.117241379310336
374,2016-01-30,63.6022988505747
375,2016-02-06,59.24597701149425
376,2016-02-13,64.4735632183908
377,2016-02-20,63.6022988505747
378,2016-02-27,64.4735632183908
379,2016-03-05,56.63218390804596
380,2016-03-12,59.24597701149425
381,2016-03-19,53.1471264367816
382,2016-03-26,68.82988505747124
383,2016-04-02,68.82988505747124
384,2016-04-09,63.6022988505747
385,2016-04-16,63.6022988505747
386,2016-04-23,60.117241379310336
387,2016-04-30,65.34482758620689
388,2016-05-07,66.21609195402297
389,2016-05-14,62.73103448275861
390,2016-05-21,58.37471264367815
391,2016-05-28,63.6022988505747
392,2016-06-04,65.34482758620689
393,2016-06-11,54.88965517241379
394,2016-06-18,61.85977011494253
395,2016-06-25,52.27586206896551
396,2016-07-02,66.21609195402297
397,2016-07-09,62.73103448275861
398,2016-07-16,65.34482758620689
399,2016-07-23,62.73103448275861
400,2016-07-30,60.98850574712642
401,2016-08-06,52.27586206896551
402,2016-08-13,52.27586206896551
403,2016-08-20,54.88965517241379
404,2016-08-27,52.27586206896551
405,2016-09-03,54.88965517241379
406,2016-09-10,56.63218390804596
407,2016-09-17,54.01839080459769
408,2016-09-24,49.66206896551723
409,2016-10-01,53.1471264367816
410,2016-10-08,46.177011494252866
411,2016-10-15,46.177011494252866
412,2016-10-22,42.6919540229885
413,2016-10-29,57.503448275862056
414,2016-11-05,50.53333333333333
415,2016-11-12,54.88965517241379
416,2016-11-19,46.177011494252866
417,2016-11-26,72.0
418,2016-12-03,53.0
419,2016-12-10,46.0
420,2016-12-17,52.0
421,2016-12-24,69.0
422,2016-12-31,87.0
423,2017-01-07,73.0
424,2017-01-14,70.0
425,2017-01-21,65.0
426,2017-01-28,68.0
427,2017-02-04,64.0
428,2017-02-11,55.00000000000001
429,2017-02-18,76.0
430,2017-02-25,71.00000000000001
431,2017-03-04,70.0
432,2017-03-11,64.0
433,2017-03-18,67.0
434,2017-03-25,71.00000000000001
435,2017-04-01,77.0
436,2017-04-08,71.00000000000001
437,2017-04-15,70.0
438,2017-04-22,75.0
439,2017-04-29,63.0
440,2017-05-06,65.0
441,2017-05-13,57.00000000000001
442,2017-05-20,64.0
443,2017-05-27,63.0
444,2017-06-03,69.0
445,2017-06-10,69.0
446,2017-06-17,65.0
447,2017-06-24,73.0
448,2017-07-01,77.0
449,2017-07-08,81.0
450,2017-07-15,73.0
451,2017-07-22,72.0
452,2017-07-29,77.0
453,2017-08-05,70.0
454,2017-08-12,70.0
455,2017-08-19,71.00000000000001
456,2017-08-26,69.0
457,2017-09-02,73.0
458,2017-09-09,73.0
459,2017-09-16,78.99999999999999
460,2017-09-23,62.0
461,2017-09-30,63.0
462,2017-10-07,63.0
463,2017-10-14,56.00000000000001
464,2017-10-21,64.0
465,2017-10-28,69.0
466,2017-11-04,72.0
467,2017-11-11,67.0
468,2017-11-18,51.0
469,2017-11-25,64.0
470,2017-12-02,53.0
471,2017-12-09,56.00000000000001
472,2017-12-16,53.99999999999999
473,2017-12-23,78.0
474,2017-12-30,100.0
475,2018-01-06,85.00000000000001
476,2018-01-13,80.0
477,2018-01-20,70.0
478,2018-01-27,68.0
479,2018-02-03,70.0
480,2018-02-10,69.0
481,2018-02-17,73.0
482,2018-02-24,63.0
483,2018-03-03,78.99999999999999
484,2018-03-10,65.0
485,2018-03-17,67.0
486,2018-03-24,65.0
487,2018-03-31,71.00000000000001
488,2018-04-07,60.00000000000001
489,2018-04-14,66.0
490,2018-04-21,66.0
491,2018-04-28,69.0
492,2018-05-05,71.00000000000001
493,2018-05-12,61.0
494,2018-05-19,72.0
495,2018-05-26,65.0
496,2018-06-02,71.00000000000001
497,2018-06-09,69.0
498,2018-06-16,68.0
499,2018-06-23,70.0
500,2018-06-30,70.0
501,2018-07-07,65.0
502,2018-07-14,66.0
503,2018-07-21,69.0
504,2018-07-28,67.0
505,2018-08-04,60.00000000000001
506,2018-08-11,63.0
507,2018-08-18,58.00000000000001
508,2018-08-25,58.00000000000001
509,2018-09-01,62.0
510,2018-09-08,53.0
511,2018-09-15,49.00000000000001
512,2018-09-22,49.00000000000001
513,2018-09-29,59.0
514,2018-10-06,57.00000000000001
515,2018-10-13,49.00000000000001
516,2018-10-20,56.00000000000001
517,2018-10-27,48.00000000000001
518,2018-11-03,46.0
519,2018-11-10,55.00000000000001
520,2018-11-17,51.0
521,2018-11-24,61.0
522,2018-12-01,58.00000000000001
523,2018-12-08,55.00000000000001
524,2018-12-15,49.00000000000001
525,2018-12-22,61.0
526,2018-12-29,86.0
527,2019-01-05,68.0
528,2019-01-12,75.0
529,2019-01-19,60.00000000000001
530,2019-01-26,63.0
531,2019-02-02,52.0
532,2019-02-09,52.0
533,2019-02-16,65.0
534,2019-02-23,56.00000000000001
535,2019-03-02,60.00000000000001
536,2019-03-09,62.0
537,2019-03-16,60.00000000000001
538,2019-03-23,64.0
539,2019-03-30,63.0
540,2019-04-06,58.00000000000001
541,2019-04-13,52.0
542,2019-04-20,66.0
543,2019-04-27,56.00000000000001
544,2019-05-04,63.0
545,2019-05-11,62.0
546,2019-05-18,63.0
547,2019-05-25,56.00000000000001
548,2019-06-01,60.00000000000001
549,2019-06-08,66.0
550,2019-06-15,59.0
551,2019-06-22,68.0
552,2019-06-29,63.0
553,2019-07-06,63.0
554,2019-07-13,68.0
555,2019-07-20,59.0
556,2019-07-27,63.0
557,2019-08-03,63.0
558,2019-08-10,61.0
559,2019-08-17,60.00000000000001
560,2019-08-24,57.00000000000001
561,2019-08-31,56.00000000000001
562,2019-09-07,58.00000000000001
563,2019-09-14,62.0
564,2019-09-21,51.0
565,2019-09-28,53.99999999999999
566,2019-10-05,47.0
567,2019-10-12,53.99999999999999
568,2019-10-19,61.0
569,2019-10-26,69.0
570,2019-11-02,80.0
571,2019-11-09,72.0
572,2019-11-16,73.0
573,2019-11-23,68.0
574,2019-11-30,59.0
575,2019-12-07,53.99999999999999
576,2019-12-14,53.0
577,2019-12-21,60.00000000000001
578,2019-12-28,80.0
579,2020-01-04,68.0
580,2020-01-11,64.0
581,2020-01-18,58.00000000000001
582,2020-01-25,56.06981519507187
583,2020-02-01,52.65092402464065
584,2020-02-08,60.856262833675565
585,2020-02-15,57.43737166324435
586,2020-02-22,58.121149897330596
587,2020-02-29,47.86447638603696
588,2020-03-07,41.02669404517454
589,2020-03-14,34.87268993839836
590,2020-03-21,31.453798767967143
591,2020-03-28,34.18891170431211
592,2020-04-04,41.71047227926078
593,2020-04-11,47.180698151950715
594,2020-04-18,53.33470225872689
595,2020-04-25,57.43737166324435
596,2020-05-02,54.01848049281315
597,2020-05-09,56.06981519507187
598,2020-05-16,58.121149897330596
599,2020-05-23,59.488706365503084
600,2020-05-30,55.38603696098563
601,2020-06-06,66.32648870636551
602,2020-06-13,56.75359342915811
603,2020-06-20,62.223819301848046
604,2020-06-27,68.37782340862422
605,2020-07-04,58.80492813141684
606,2020-07-11,58.80492813141684
607,2020-07-18,61.540041067761805
608,2020-07-25,61.540041067761805
609,2020-08-01,55.38603696098563
610,2020-08-08,59.488706365503084
611,2020-08-15,56.75359342915811
612,2020-08-22,56.06981519507187
613,2020-08-29,54.01848049281315
614,2020-09-05,58.121149897330596
615,2020-09-12,51.28336755646817
616,2020-09-19,55.38603696098563
617,2020-09-26,60.856262833675565
618,2020-10-03,56.06981519507187
619,2020-10-10,47.86447638603696
620,2020-10-17,43.078028747433265
621,2020-10-24,38.97535934291581
622,2020-10-31,41.02669404517454
623,2020-11-07,38.97535934291581
624,2020-11-14,44.445585215605746
625,2020-11-21,47.86447638603696
626,2020-11-28,44.445585215605746
627,2020-12-05,40.3429158110883
628,2020-12-12,42.394250513347025
629,2020-12-19,45.813141683778234
630,2020-12-26,63.591375770020534
631,2021-01-02,59.488706365503084
632,2021-01-09,51.28336755646817
633,2021-01-16,48.5482546201232
634,2021-01-23,56.06981519507187
635,2021-01-30,57.43737166324435
636,2021-02-06,47.180698151950715
637,2021-02-13,50.59958932238193
638,2021-02-20,50.59958932238193
639,2021-02-27,53.33470225872689
640,2021-03-06,48.5482546201232
641,2021-03-13,49.91581108829568
642,2021-03-20,51.28336755646817
643,2021-03-27,51.28336755646817
644,2021-04-03,48.5482546201232
645,2021-04-10,52.65092402464065
646,2021-04-17,43.761806981519506
647,2021-04-24,44.445585215605746
648,2021-05-01,48.5482546201232
649,2021-05-08,54.70225872689939
650,2021-05-15,45.813141683778234
651,2021-05-22,53.33470225872689
652,2021-05-29,56.06981519507187
653,2021-06-05,43.078028747433265
654,2021-06-12,50.59958932238193
655,2021-06-19,38.97535934291581
656,2021-06-26,44.445585215605746
657,2021-07-03,45.12936344969199
658,2021-07-10,51.96714579055441
659,2021-07-17,47.86447638603696
660,2021-07-24,45.813141683778234
661,2021-07-31,46.496919917864474
662,2021-08-07,47.180698151950715
663,2021-08-14,43.078028747433265
664,2021-08-21,39.65913757700205
665,2021-08-28,41.71047227926078
666,2021-09-04,41.71047227926078
667,2021-09-11,40.3429158110883
668,2021-09-18,45.12936344969199
669,2021-09-25,36.24024640657084
670,2021-10-02,36.24024640657084
671,2021-10-09,30.770020533880903
672,2021-10-16,32.82135523613963
673,2021-10-23,31.453798767967143
674,2021-10-30,28.034907597535934
675,2021-11-06,34.87268993839836
676,2021-11-13,28.718685831622174
677,2021-11-20,30.770020533880903
678,2021-11-27,33.50513347022587
679,2021-12-04,41.02669404517454
680,2021-12-11,34.87268993839836
681,2021-12-18,25.983572895277206
682,2021-12-25,41.71047227926078
683,2022-01-01,45.813141683778234
684,2022-01-08,43.761806981519506
685,2022-01-15,36.24024640657084
686,2022-01-22,36.92402464065708
687,2022-01-29,38.29158110882957
688,2022-02-05,34.18891170431211
689,2022-02-12,46.496919917864474
690,2022-02-19,41.02669404517454
691,2022-02-26,39.65913757700205
692,2022-03-05,40.3429158110883
693,2022-03-12,40.3429158110883
694,2022-03-19,44.445585215605746
695,2022-03-26,36.92402464065708
696,2022-04-02,36.24024640657084
697,2022-04-09,37.60780287474333
698,2022-04-16,41.02669404517454
699,2022-04-23,41.71047227926078
700,2022-04-30,41.02669404517454
701,2022-05-07,43.761806981519506
702,2022-05-14,38.97535934291581
703,2022-05-21,37.60780287474333
704,2022-05-28,35.5564681724846
705,2022-06-04,38.29158110882957
706,2022-06-11,38.29158110882957
707,2022-06-18,37.60780287474333
708,2022-06-25,39.65913757700205
709,2022-07-02,38.29158110882957
710,2022-07-09,34.87268993839836
711,2022-07-16,37.60780287474333
712,2022-07-23,39.65913757700205
713,2022-07-30,38.97535934291581
714,2022-08-06,30.086242299794662
715,2022-08-13,33.50513347022587
716,2022-08-20,36.24024640657084
717,2022-08-27,32.13757700205339
718,2022-09-03,34.87268993839836
719,2022-09-10,32.13757700205339
720,2022-09-17,29.40246406570842
721,2022-09-24,29.40246406570842
722,2022-10-01,25.299794661190965
723,2022-10-08,30.770020533880903
724,2022-10-15,26.667351129363446
725,2022-10-22,26.667351129363446
726,2022-10-29,29.40246406570842
727,2022-11-05,30.086242299794662
728,2022-11-12,26.667351129363446
729,2022-11-19,23.248459958932237
730,2022-11-26,25.983572895277206
731,2022-12-03,27.351129363449694
732,2022-12-10,31.453798767967143
733,2022-12-17,27.351129363449694
734,2022-12-24,36.24024640657084
735,2022-12-31,34.18891170431211
736,2023-01-07,30.770020533880903
737,2023-01-14,31.453798767967143
738,2023-01-21,32.13757700205339
739,2023-01-28,33.50513347022587
740,2023-02-04,34.18891170431211
741,2023-02-11,32.13757700205339
742,2023-02-18,33.50513347022587
743,2023-02-25,32.82135523613963
744,2023-03-04,31.453798767967143
745,2023-03-11,35.5564681724846
746,2023-03-18,34.18891170431211
747,2023-03-25,37.60780287474333
748,2023-04-01,35.5564681724846
749,2023-04-08,37.60780287474333
750,2023-04-15,38.97535934291581
751,2023-04-22,33.50513347022587
752,2023-04-29,40.3429158110883
753,2023-05-06,34.18891170431211
754,2023-05-13,33.50513347022587
755,2023-05-20,34.18891170431211
756,2023-05-27,37.60780287474333
757,2023-06-03,35.5564681724846
758,2023-06-10,32.13757700205339
759,2023-06-17,38.97535934291581
760,2023-06-24,34.87268993839836
761,2023-07-01,37.60780287474333
762,2023-07-08,38.29158110882957
763,2023-07-15,34.87268993839836
764,2023-07-22,32.13757700205339
765,2023-07-29,38.97535934291581
766,2023-08-05,33.50513347022587
767,2023-08-12,33.50513347022587
768,2023-08-19,31.453798767967143
769,2023-08-26,34.87268993839836
770,2023-09-02,38.97535934291581
771,2023-09-09,36.24024640657084
772,2023-09-16,34.87268993839836
773,2023-09-23,30.770020533880903
774,2023-09-30,36.24024640657084
775,2023-10-07,28.034907597535934
776,2023-10-14,29.40246406570842
777,2023-10-21,30.086242299794662
778,2023-10-28,28.034907597535934
779,2023-11-04,25.299794661190965
780,2023-11-11,28.718685831622174
781,2023-11-18,32.13757700205339
782,2023-11-25,28.718685831622174
783,2023-12-02,30.770020533880903
784,2023-12-09,28.034907597535934
785,2023-12-16,25.983572895277206
786,2023-12-23,31.453798767967143
787,2023-12-30,41.71047227926078
788,2024-01-06,32.82135523613963
789,2024-01-13,35.5564681724846
790,2024-01-20,29.40246406570842
791,2024-01-27,30.770020533880903
792,2024-02-03,27.351129363449694
793,2024-02-10,32.13757700205339
794,2024-02-17,34.87268993839836
795,2024-02-24,32.13757700205339
796,2024-03-02,28.718685831622174
797,2024-03-09,28.718685831622174
798,2024-03-16,30.770020533880903
799,2024-03-23,33.50513347022587
800,2024-03-30,31.453798767967143
801,2024-04-06,30.086242299794662
802,2024-04-13,25.299794661190965
803,2024-04-20,32.13757700205339
804,2024-04-27,30.770020533880903
805,2024-05-04,32.13757700205339
806,2024-05-11,33.50513347022587
807,2024-05-18,32.13757700205339
808,2024-05-25,30.770020533880903
